N,P,K,Temperature,Humidity,Rainfall,Label,Yield (kg/ha),Soil_Moisture (%)
32.716,119.967,204.176,38.132,83.16,647.868,grapes,8849.582,24.333
31.15,135.667,196.771,35.265,82.079,648.382,grapes,8754.066,32.602
39.27,143.764,192.037,11.295,80.78,236.794,grapes,7383.097,31.363
0.003,130.425,200.152,20.167,82.419,347.328,grapes,7713.027,40.007
6.005,129.715,191.314,27.444,83.435,545.053,grapes,7665.549,36.823
34.409,122.774,193.397,37.112,79.633,627.444,grapes,8732.179,29.956
1.271,119.941,200.104,39.654,83.416,628.283,grapes,6399.047,28.555
8.977,137.913,208.364,41.601,80.076,836.827,grapes,9236.897,31.419
22.726,138.938,206.371,19.11,82.591,361.652,grapes,8453.492,29.75
31.925,134.529,192.31,40.403,77.202,730.72,grapes,7506.629,26.398
35.18,137.939,205.887,12.202,79.794,285.539,grapes,6179.992,41.806
20.138,131.863,200.931,23.658,81.687,408.354,grapes,8498.203,33.703
18.045,138.922,200.087,39.161,82.817,683.961,grapes,9435.133,37.574
31.147,128.78,198.996,18.2,80.444,356.69,grapes,9843.308,37.385
18.485,118.176,197.022,35.262,82.712,529.675,grapes,7340.278,37.209
24.978,117.486,203.924,30.462,80.574,606.42,grapes,7624.235,26.411
36.31,128.969,200.119,16.379,83.179,310.202,grapes,9037.607,30.706
32.819,138.704,198.662,14.759,78.545,333.932,grapes,11170.417,33.07
39.51,120.764,196.495,18.278,82.567,342.09,grapes,7766.898,25.302
26.834,131.08,192.362,29.593,80.703,664.03,grapes,7225.821,26.474
32.353,120.488,199.541,39.606,81.018,659.543,grapes,8453.382,38.33
12.465,121.073,197.804,10.051,83.573,159.934,grapes,7555.428,21.137
11.375,141.296,201.877,21.656,83.421,346.078,grapes,7342.399,30.068
32.029,133.348,201.899,22.18,80.416,391.602,grapes,8403.758,36.241
23.736,145.824,206.058,9.767,80.865,256.66,grapes,7874.67,37.228
3.618,126.653,201.733,25.527,84.984,406.861,grapes,8158.642,24.402
25.596,143.798,210.248,9.559,83.728,179.74,grapes,6314.941,37.182
9.849,135.191,205.845,17.645,80.376,358.686,grapes,8808.139,36.26
10.66,142.898,207.068,27.234,82.788,516.334,grapes,7996.519,21.606
15.209,137.998,198.502,17.492,80.237,379.399,grapes,8165.542,37.572
6.502,143.478,198.318,26.993,82.378,603.039,grapes,9828.504,30.013
17.325,134.594,205.466,38.918,80.636,574.041,grapes,7556.717,33.016
38.359,130.736,201.012,21.556,82.361,467.031,grapes,11257.378,23.238
32.958,133.63,197.479,25.637,83.256,589.346,grapes,7972.91,19.105
31.462,144.152,201.401,29.307,83.557,652.413,grapes,8144.747,30.805
8.415,123.983,205.251,12.666,84.577,235.143,grapes,8430.643,36.8
10.517,120.615,199.654,9.82,84.999,201.895,grapes,8626.733,21.28
5.726,127.036,201.601,30.045,79.866,601.041,grapes,9054.277,32.074
0.284,127.552,194.725,12.598,79.663,224.383,grapes,6283.795,18.654
34.384,133.142,199.089,22.114,79.056,471.757,grapes,7693.192,27.279
11.467,124.297,194.277,26.219,82.06,426.088,grapes,6965.454,32.398
20.043,130.359,196.799,22.569,82.574,467.593,grapes,7985.902,24.604
41.64,142.059,199.963,21.388,79.888,405.752,grapes,8265.595,21.526
38.922,135.975,201.74,25.063,82.016,361.583,grapes,7742.702,33.179
12.184,143.519,205.913,31.199,78.537,582.271,grapes,8607.501,29.411
25.194,144.17,196.698,11.058,79.866,204.794,grapes,7793.317,25.91
40.384,134.646,201.849,34.292,81.493,697.092,grapes,7932.706,26.295
15.983,144.951,203.527,27.054,80.318,543.24,grapes,6953.399,30.652
35.42,134.671,196.995,15.028,81.298,393.627,grapes,9123.695,32.187
38.191,138.928,192.12,13.15,78.262,284.186,grapes,8241.926,28.245
4.298,133.395,195.867,19.866,80.946,221.352,grapes,7866.427,33.736
5.01,131.895,200.636,26.303,80.51,521.494,grapes,6936.407,34.348
2.626,134.291,198.261,28.771,82.478,498.092,grapes,6494.713,33.154
6.262,136.486,202.794,30.117,82.245,531.29,grapes,6490.606,33.747
31.321,141.902,198.459,32.842,82.523,521.377,grapes,9510.844,25.786
34.628,146.887,194.216,10.775,83.923,257.921,grapes,8736.645,26.787
3.095,123.301,203.447,12.908,83.569,220.559,grapes,7443.816,23.325
7.467,116.708,203.516,12.978,82.987,268.854,grapes,6866.803,25.782
22.983,143.97,199.188,38.761,81.384,731.682,grapes,8311.076,33.598
37.888,129.102,202.095,9.957,82.472,216.97,grapes,8113.46,23.438
3.23,125.133,201.261,39.325,80.834,688.74,grapes,6455.901,35.252
15.363,124.244,202.047,9.938,85.762,192.176,grapes,7788.813,31.229
38.744,121.253,192.006,17.551,83.446,394.017,grapes,9168.298,33.982
7.798,136.266,207.314,29.786,79.244,428.82,grapes,8000.107,30.413
23.829,141.079,198.472,10.108,82.22,248.123,grapes,9472.157,29.69
19.379,140.342,201.512,17.623,80.895,395.566,grapes,7094.747,31.712
8.743,124.584,193.354,26.979,82.214,443.781,grapes,7896.916,36.407
41.17,136.5,201.767,21.985,80.135,421.184,grapes,8747.173,19.504
34.1,119.906,200.059,35.592,82.157,626.15,grapes,7419.709,34.082
14.677,128.806,201.996,33.908,83.995,484.527,grapes,6887.048,21.929
33.147,130.252,206.182,9.922,83.607,240.607,grapes,7792.122,24.941
37.074,129.07,200.794,15.103,79.144,335.621,grapes,8023.504,44.532
22.2,121.282,207.556,30.024,83.05,468.291,grapes,8498.147,27.895
9.338,122.282,199.757,12.153,81.457,193.368,grapes,7253.847,34.296
36.552,134.836,198.579,22.016,80.575,498.402,grapes,9245.741,28.146
34.529,122.019,205.903,34.621,82.741,638.855,grapes,6868.031,23.071
34.877,129.767,196.013,25.391,86.704,373.301,grapes,8733.199,18.895
0.058,121.437,195.128,40.032,85.23,577.57,grapes,7834.161,35.581
17.839,143.497,201.344,31.548,79.796,566.405,grapes,9766.596,27.475
29.004,139.935,192.903,9.279,79.646,223.405,grapes,7108.736,23.347
32.026,145.557,199.359,29.333,83.885,600.069,grapes,8149.555,23.756
15.853,146.06,199.446,26.87,80.104,547.084,grapes,7483.629,21.479
40.183,134.598,199.462,41.121,81.889,648.939,grapes,10305.396,20.685
12.984,121.087,193.41,9.428,85.297,129.907,grapes,8933.15,27.771
32.135,126.138,205.62,19.448,80.23,394.983,grapes,7372.991,34.924
17.61,133.781,196.9,29.158,83.362,401.122,grapes,8603.503,21.608
34.104,126.546,201.641,19.811,79.252,249.391,grapes,8601.803,19.859
7.011,139.157,209.213,41.649,81.875,687.782,grapes,9016.83,34.707
32.929,124.107,209.294,19.682,81.738,300.865,grapes,6242.457,26.951
36.897,138.111,205.55,21.289,80.303,404.705,grapes,8009.602,34.156
9.988,125.328,206.06,29.884,80.044,414.846,grapes,7326.52,32.165
16.03,142.086,206.293,31.053,79.869,530.727,grapes,7333.229,28.332
33.519,129.978,202.044,15.18,79.083,292.408,grapes,8743.265,37.509
13.256,133.652,210.594,17.693,82.536,352.739,grapes,7123.625,33.164
20.366,123.945,198.572,18.653,79.723,411.351,grapes,8107.223,35.745
23.409,139.303,190.243,28.255,81.936,512.348,grapes,6201.013,20.603
43.245,118.982,197.798,17.574,83.178,331.556,grapes,8314.071,33.228
7.457,132.522,184.67,20.92,80.161,371.057,grapes,8008.459,29.49
34.604,135.924,202.67,36.106,81.495,613.119,grapes,8035.44,25.959
6.075,133.481,198.605,20.011,84.054,325.094,grapes,7985.637,33.945
21.195,119.757,201.813,19.014,80.229,401.271,grapes,7925.91,39.117
20.616,135.452,200.236,19.407,81.035,453.41,grapes,7715.917,33.728
14.779,134.742,192.861,27.286,82.662,471.966,grapes,8656.357,34.361
-1.498,125.289,201.722,39.856,83.005,606.691,grapes,7546.807,29.628
30.774,131.932,198.859,40.389,79.57,708.008,grapes,9377.242,28.307
22.317,139.055,207.326,19.144,83.663,343.561,grapes,7784.964,31.796
3.362,132.706,207.321,30.008,80.176,438.668,grapes,8246.311,34.141
36.756,135.303,198.51,41.495,82.727,832.983,grapes,7107.824,33.007
18.737,128.191,193.008,18.275,82.232,212.625,grapes,7256.606,35.184
25.429,129.964,196.931,17.834,80.175,187.032,grapes,9730.285,37.169
36.702,123.239,202.196,17.407,84.551,367.076,grapes,6650.394,26.188
9.759,127.698,200.961,27.093,81.907,550.455,grapes,7558.205,37.226
6.923,128.828,200.871,16.682,81.949,345.913,grapes,6626.734,28.547
7.039,121.786,199.566,12.53,83.863,190.944,grapes,9129.108,40.676
4.147,139.872,194.573,27.158,82.146,531.313,grapes,6127.28,30.413
0.628,125.968,201.351,39.435,82.304,629.052,grapes,7042.661,29.223
5.428,128.648,196.826,25.773,83.991,444.881,grapes,8806.159,31.922
30.742,137.353,205.969,33.296,83.505,522.819,grapes,7999.313,23.311
9.357,118.885,198.802,10.161,84.834,165.633,grapes,11228.896,27.068
21.744,129.163,203.37,28.376,80.687,521.593,grapes,7034.285,30.979
6.56,124.401,200.986,30.306,79.685,508.235,grapes,8556.7,22.625
22.152,126.943,190.592,17.872,80.946,334.911,grapes,7981.107,25.238
6.335,139.682,201.802,17.57,81.857,354.56,grapes,6170.883,32.953
12.243,126.871,200.132,9.916,84.606,158.664,grapes,7633.894,25.475
23.64,140.067,195.688,39.1,83.257,512.893,grapes,7597.29,24.838
4.32,141.115,204.742,26.71,81.995,478.847,grapes,7678.215,28.262
25.092,127.17,197.248,20.054,83.071,298.096,grapes,8212.875,24.037
20.31,134.205,189.189,40.576,82.402,664.476,grapes,6913.472,26.868
34.281,134.335,194.143,40.768,82.039,784.463,grapes,9427.293,30.044
20.214,136.083,199.753,28.208,84.665,520.77,grapes,8532.337,37.151
16.057,143.221,202.81,30.626,81.856,499.679,grapes,8209.74,32.682
6.613,139.423,200.25,25.577,82.351,367.822,grapes,10468.548,30.083
26.949,132.315,202.443,23.772,82.022,427.711,grapes,8591.508,29.27
21.726,132.119,201.937,24.0,78.182,522.116,grapes,8042.551,38.078
6.412,124.708,198.866,16.516,79.868,294.714,grapes,9338.005,32.542
9.248,135.293,199.252,20.691,81.468,350.402,grapes,8070.932,26.783
8.434,143.078,198.063,27.316,82.342,538.703,grapes,8154.177,39.733
18.715,144.958,199.581,10.779,79.501,260.439,grapes,7347.527,40.024
11.482,136.223,190.401,41.687,83.218,654.724,grapes,6024.957,24.967
15.676,123.255,197.276,11.703,84.914,169.846,grapes,7324.74,26.115
9.009,122.265,206.151,13.129,82.437,212.064,grapes,8184.426,26.422
16.099,133.426,197.752,10.578,80.911,223.985,grapes,7533.853,28.38
15.138,127.385,197.736,33.584,85.648,649.432,grapes,9499.124,30.671
34.663,136.536,192.514,9.679,81.246,192.692,grapes,7929.75,23.249
21.081,130.486,196.302,29.304,81.976,454.063,grapes,8497.289,32.454
32.287,128.74,197.948,33.665,81.62,596.491,grapes,8301.82,40.902
15.868,133.821,197.727,18.309,79.988,314.209,grapes,8316.197,37.062
19.926,125.366,196.903,18.268,82.162,336.064,grapes,7667.573,20.229
13.771,144.686,196.151,27.406,81.653,456.59,grapes,6698.98,30.769
91.045,45.311,48.473,24.415,71.539,356.974,jute,988.367,35.264
90.421,55.578,33.886,25.011,74.372,324.735,jute,3183.431,37.732
85.271,36.21,41.416,25.975,73.969,318.513,jute,2333.416,27.89
73.119,39.735,30.877,25.318,68.864,316.405,jute,1022.568,32.882
60.237,59.153,40.824,23.869,74.765,258.261,jute,3404.984,25.396
91.499,37.804,40.12,24.604,83.545,241.067,jute,2776.102,25.344
76.763,52.611,44.859,24.899,77.832,238.126,jute,2470.506,22.008
78.38,49.729,34.254,26.145,85.701,202.874,jute,582.484,25.134
75.329,52.946,43.365,24.471,86.139,224.719,jute,2026.453,36.772
63.058,43.739,36.313,26.359,87.216,220.443,jute,1764.633,23.452
91.567,55.171,41.787,23.993,88.246,264.02,jute,2138.273,38.377
90.739,38.06,31.716,24.157,82.541,183.323,jute,1403.871,36.499
85.56,51.566,31.213,24.689,74.879,245.955,jute,1674.974,22.705
63.769,46.052,31.008,23.988,84.091,193.58,jute,3435.318,35.792
75.246,47.891,35.729,24.244,84.427,199.415,jute,3069.533,36.183
69.019,46.672,44.532,23.927,89.83,185.337,jute,937.089,36.909
75.806,37.991,36.602,23.881,88.874,134.599,jute,1452.91,28.179
63.039,38.193,47.274,25.482,87.932,178.031,jute,2524.254,30.778
78.022,42.354,44.802,23.497,73.495,262.514,jute,2394.186,23.74
79.953,54.588,45.402,23.831,81.374,252.801,jute,3053.454,31.129
67.799,60.059,34.747,24.643,78.07,238.023,jute,840.332,25.611
75.208,41.982,55.652,26.553,79.924,250.369,jute,2430.997,39.121
88.256,52.284,51.452,25.486,72.986,340.04,jute,2725.371,13.882
86.825,44.558,40.335,24.903,83.445,284.276,jute,4030.697,29.73
67.38,49.295,39.61,23.621,75.8,250.176,jute,2064.836,40.414
79.907,52.884,47.004,23.674,81.858,263.065,jute,2208.227,37.731
79.66,57.154,31.766,23.198,74.783,244.027,jute,1629.132,32.172
65.386,40.557,47.732,25.308,88.309,163.548,jute,1695.158,26.379
67.045,46.66,32.809,25.977,76.494,272.299,jute,2455.415,37.41
81.993,38.557,42.002,25.171,89.158,241.997,jute,4311.35,26.156
66.657,55.714,38.591,24.426,78.591,226.598,jute,161.578,18.178
79.063,46.33,42.323,25.209,88.74,239.673,jute,1546.71,30.222
61.909,42.395,48.577,25.513,89.223,218.052,jute,858.663,29.978
67.164,45.897,36.19,25.958,68.288,318.192,jute,2592.288,27.498
74.356,45.027,31.097,25.419,83.719,253.557,jute,1288.811,35.65
79.775,48.545,45.97,25.207,84.379,244.19,jute,1408.267,31.234
80.209,38.133,53.047,26.804,79.629,293.631,jute,395.08,33.476
97.596,55.696,37.405,23.246,88.331,235.247,jute,1321.677,29.826
73.558,46.54,43.992,27.003,78.789,323.025,jute,3093.898,36.667
90.61,54.089,45.165,24.718,80.547,248.465,jute,2643.457,32.227
87.755,57.069,31.371,26.846,77.97,281.195,jute,2115.182,27.006
90.273,54.643,40.358,23.601,88.058,218.761,jute,899.936,29.046
64.137,55.115,37.382,24.091,76.908,220.65,jute,3017.331,31.832
58.89,43.294,41.429,24.184,83.582,159.039,jute,2681.427,28.547
64.437,59.763,44.979,24.633,77.591,259.676,jute,3407.865,35.836
66.78,43.516,33.817,27.68,92.215,178.148,jute,1703.999,28.377
78.143,53.769,43.084,25.321,88.853,200.114,jute,3170.06,28.802
61.58,43.93,33.414,24.855,79.54,250.614,jute,2167.016,24.862
73.131,50.287,39.345,23.488,75.981,234.16,jute,768.597,28.334
97.28,34.614,33.632,25.663,72.811,326.081,jute,1726.332,24.303
79.93,40.565,45.653,25.843,82.486,224.859,jute,2129.633,27.823
57.742,50.746,35.427,24.14,82.342,173.05,jute,3043.716,18.393
81.915,48.585,37.936,24.047,84.591,212.389,jute,1988.968,31.068
87.612,44.927,40.696,26.016,89.865,206.055,jute,3495.357,25.519
71.51,40.785,36.889,24.46,79.029,199.03,jute,2135.322,26.595
77.218,54.222,36.17,25.738,84.237,243.863,jute,1286.279,35.347
78.658,49.448,35.408,25.864,85.692,271.806,jute,2308.219,36.508
86.114,45.961,41.183,24.299,71.467,281.372,jute,1129.136,34.924
91.216,59.378,34.835,24.226,84.236,246.944,jute,500.775,32.861
73.169,41.448,44.912,27.032,83.755,219.837,jute,1825.607,33.122
56.267,49.516,35.78,23.539,84.129,164.798,jute,942.972,19.295
77.639,48.576,44.924,27.091,77.744,331.678,jute,2358.991,38.763
89.048,40.886,39.381,25.819,74.788,320.337,jute,3918.387,30.78
94.262,38.051,43.418,26.391,73.669,323.217,jute,1979.783,30.162
61.139,53.347,37.405,25.556,80.31,239.733,jute,3093.176,30.989
69.35,60.656,34.744,24.38,79.191,202.201,jute,2245.292,30.159
60.349,40.719,42.996,24.657,81.249,182.47,jute,2460.148,19.797
84.819,54.222,30.977,27.036,76.758,285.666,jute,2618.379,28.225
61.354,53.175,42.03,24.543,88.075,179.183,jute,1522.566,34.546
77.148,52.79,48.149,23.587,84.224,243.118,jute,2282.903,37.536
73.204,52.3,41.782,23.107,72.659,259.718,jute,1301.888,33.962
81.097,50.73,40.384,23.615,83.509,263.997,jute,507.62,37.229
81.359,52.7,41.441,25.608,76.504,314.942,jute,747.275,24.536
88.712,53.611,44.665,23.077,82.957,212.086,jute,2114.673,32.157
74.414,47.715,38.467,23.204,78.102,276.747,jute,2600.39,30.175
85.036,41.372,45.437,23.572,71.393,219.135,jute,3927.121,25.881
72.677,43.381,43.037,23.683,70.729,232.749,jute,1754.164,36.962
56.002,56.846,44.643,24.677,85.686,185.323,jute,1863.275,33.712
76.889,50.973,36.441,23.725,83.915,256.82,jute,1463.031,26.656
91.976,57.441,37.214,26.781,73.162,358.576,jute,2491.196,30.225
78.049,46.008,44.288,23.947,74.335,290.497,jute,2414.674,28.212
72.594,36.106,30.726,24.461,79.744,220.335,jute,1642.04,36.056
59.024,38.816,38.605,27.038,80.922,274.085,jute,2464.398,25.079
88.631,52.705,42.577,25.99,71.352,326.142,jute,586.838,33.041
81.297,40.982,43.411,26.187,82.808,272.183,jute,2700.265,28.043
97.832,41.846,41.269,23.373,82.742,217.836,jute,4226.537,19.307
67.78,37.843,42.48,23.472,72.082,260.588,jute,1950.444,31.374
81.261,55.777,48.165,25.751,74.677,301.421,jute,1635.705,41.38
67.928,39.602,40.167,25.387,70.986,303.46,jute,2512.462,31.659
71.146,43.487,40.901,24.266,88.508,181.906,jute,1751.914,31.96
76.469,43.509,44.255,24.459,74.954,256.71,jute,1091.09,40.269
80.07,48.939,40.503,23.644,84.435,262.648,jute,3178.4,42.282
82.564,45.739,46.175,23.483,79.564,279.339,jute,1901.951,30.799
85.243,36.134,43.059,26.148,72.268,344.402,jute,2172.547,28.52
65.079,59.612,38.098,25.324,80.48,180.15,jute,1325.323,35.062
68.034,43.638,42.535,26.853,76.192,275.06,jute,2794.933,25.397
82.701,56.926,35.034,24.942,72.472,350.359,jute,1907.993,28.115
76.947,57.264,48.25,25.253,72.822,369.121,jute,208.202,27.449
72.69,53.236,38.943,23.281,72.252,284.671,jute,1609.404,33.254
78.969,46.288,40.26,25.278,83.307,204.754,jute,1727.379,30.521
75.664,49.799,35.336,23.15,75.005,238.386,jute,1554.505,26.175
89.212,36.026,32.739,27.364,76.492,289.338,jute,2928.994,23.14
68.413,54.039,42.781,26.532,72.78,313.103,jute,2912.436,29.92
65.096,60.521,23.508,23.52,79.199,235.889,jute,2810.187,18.061
68.982,53.837,47.422,26.737,74.038,308.053,jute,1558.034,20.304
69.801,38.701,32.003,24.358,79.278,199.659,jute,765.986,30.81
69.268,52.028,40.386,25.996,74.701,341.92,jute,2282.675,27.205
88.119,56.326,41.277,24.081,81.852,278.628,jute,2193.67,36.99
95.96,43.19,33.573,24.647,81.612,243.675,jute,2204.098,36.664
86.914,41.062,31.442,24.711,81.574,242.112,jute,1396.844,25.396
85.683,43.923,42.153,26.266,74.052,234.697,jute,3690.63,33.326
72.375,53.7,42.456,26.544,74.379,352.921,jute,1849.105,30.947
85.408,43.089,47.585,25.865,82.536,193.581,jute,2434.161,32.603
90.964,45.883,43.564,25.773,87.893,247.887,jute,2922.545,25.104
67.837,47.04,35.96,24.509,85.533,227.42,jute,167.126,37.08
80.622,33.656,37.142,24.271,86.816,169.209,jute,2204.187,28.642
81.591,36.417,46.572,25.059,77.339,250.071,jute,1740.473,21.395
90.185,37.547,28.996,24.403,80.174,209.8,jute,1335.714,37.155
63.665,52.0,39.683,25.995,80.448,192.847,jute,1135.691,36.052
85.909,37.256,50.006,26.781,71.788,328.539,jute,3146.909,28.801
73.162,38.763,40.173,24.349,81.41,261.652,jute,2529.912,28.256
86.281,47.047,33.51,25.722,72.886,321.716,jute,2131.44,30.744
62.46,42.009,44.526,25.3,86.657,201.426,jute,2083.785,30.454
94.188,44.328,31.24,25.505,75.225,342.787,jute,1551.149,27.481
63.202,52.644,42.264,26.115,74.116,258.912,jute,2138.558,28.519
64.29,38.757,42.226,23.802,86.479,168.767,jute,4693.203,34.759
55.744,54.57,36.164,24.986,89.413,162.539,jute,2475.711,23.4
71.889,40.728,45.313,23.293,76.287,246.87,jute,1173.02,31.988
85.17,34.165,39.93,23.952,88.578,172.264,jute,1593.167,31.428
87.706,39.095,42.653,24.593,88.452,194.505,jute,3715.924,29.945
99.619,44.487,33.681,25.112,81.553,278.45,jute,1099.148,36.656
75.447,45.113,37.412,23.026,74.636,237.066,jute,3050.54,35.179
99.204,53.962,38.193,25.189,79.671,265.084,jute,1587.774,21.951
88.257,53.037,36.859,22.943,81.933,263.865,jute,2501.037,27.544
71.04,52.985,37.685,23.355,71.999,266.484,jute,1428.83,32.783
63.843,39.503,38.039,25.39,86.747,181.512,jute,1861.568,30.234
89.584,46.038,41.854,24.031,85.548,220.84,jute,1818.236,28.295
96.587,36.619,40.766,24.475,83.468,254.172,jute,1269.041,24.391
94.486,41.193,34.824,23.816,82.692,194.318,jute,2494.079,24.761
87.553,42.545,41.238,25.413,82.663,233.33,jute,1188.663,29.334
76.907,47.984,39.139,26.63,76.026,276.815,jute,2349.932,23.991
75.092,52.857,38.068,23.131,85.001,184.276,jute,2287.659,28.092
84.828,38.909,45.075,25.426,87.568,227.456,jute,318.079,29.451
60.698,54.27,38.869,25.091,89.953,201.269,jute,2229.61,41.831
57.301,53.834,35.914,25.922,85.278,257.756,jute,1925.86,32.989
80.482,33.896,37.495,23.908,91.242,167.426,jute,3281.623,24.785
88.596,54.646,41.525,24.565,73.42,312.979,jute,3898.487,26.024
78.874,35.0,47.034,23.512,86.751,158.721,jute,319.897,24.553
59.532,50.722,35.988,23.996,83.656,157.711,jute,1919.745,29.129
103.329,56.79,41.809,22.872,87.048,202.328,jute,1607.312,25.58
84.411,39.465,46.342,26.388,72.659,364.648,jute,1661.977,33.736
80.335,49.671,34.934,25.355,82.47,200.193,jute,1193.288,38.479
64.834,55.788,35.648,24.915,76.298,267.207,jute,812.053,21.606
96.507,54.58,46.523,25.842,81.606,308.454,jute,1684.176,25.301
100.851,53.826,36.835,24.944,83.709,250.099,jute,1912.692,32.324
84.696,52.46,38.844,26.061,79.734,252.389,jute,2761.488,36.825
78.828,55.941,40.918,26.274,74.035,332.603,jute,3056.299,38.497
